Unnamed: 0,EAN_UPC,Product_name,Closest_Category,Brand,GPT_estimated
388,4038700319517.0,"Knorr Salatkrönung Croutinos mit Sonnenblumenkernen Croutons, 1er-Pack (1 x 25 g)",Salatzutaten,Knorr,Salatzutaten
389,9000275430206.0,"Knorr Salatkrönung Zwiebel Kräuter Dressing (Trockenmischung für klare Salatdressings mit ausgesuchten Kräutern, Gewürzen und Zwiebel) 1er Pack (1 x 1 kg)",Salatzutaten,Knorr,Salatzutaten
390,8717163935170.0,Knorr Fix Geschnetzeltes Züricher Art 36g 36g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
391,8714100760901.0,Knorr  Natürlich Lecker! Tomaten Suppe Toskana   500ml,Natürlich Lecker!,Knorr,Suppen
392,4013300031250.0,Knorr  Schlemmersauce Schaschlik   250 ml,"Grillsaucen, Ketchup & Mayo",Knorr,Grillsaucen
393,8714100679852.0,Knorr Asia Noodles Instant Nudeln Curry-Geschmack schnelle Asia Nudeln fertig in nur 4 Minuten 70 g,Suppen,Knorr,Snacks & Fertiggerichte
394,8712423044845.0,Knorr Feinschmecker Kartoffelsuppe mit Crème fraîche leckere Gemüsesuppe mit nachhaltig angebautem Gemüse 13x 2 Teller,Suppen,Knorr,Suppen
395,8718114823416.0,Knorr Fix Würzmischung Schlemmer-Geschnetzeltes für ein leckeres Fleischgericht ohne geschmacksverstärkende Zusatzstoffe 43 g 1 Stück,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
397,8712566843466.0,"Knorr Gemüse Kraftbouillon Gemüsebrühe mit Suppengrün, rein pflanzlich, vegan 1er Pack (1 x 5 kg)",Suppen,Knorr,Die Bio Gemüse Bouillon
399,9000275735202.0,Knorr Gulaschsuppe konzentriert (mit hohem Fleischanteil) 1er Pack (1 x 3kg),Natürlich Lecker!,Knorr,Suppen
401,8714100433881.0,Knorr ChilliBurg Sauce   8x250ml FL,"Grillsaucen, Ketchup & Mayo",Knorr,Grillsaucen
403,8710522970607.0,Knorr Fix Würzmischung Pikantes Gulasch leckeres Fleischgericht 100% natürliche Zutaten ohne zugesetzten Zucker* 57 g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
405,8711200340057.0,Knorr Feinschmecker Suppe Toscana leckere Tomatensuppe ohne geschmacksverstärkende Zusatzstoffe und Farbstoffe 9 x  2 Teller,Suppen,Knorr,Suppen
406,4007801105190.0,"Knorr Salatkrönung Paprika-Kräuter 500 g, 1er Pack (1 x 0.5 kg)",Salatzutaten,Knorr,Salatzutaten
407,,"Knorr Cup a Soup Lauch Cremesuppe mit Knusper-Croutons, 3 x 1 Portion, 12er Pack (12 x 3 x 150 ml)",Suppen,Knorr,Suppen
408,8710522912157.0,"Knorr Cup a Soup Fertigsuppe Kürbis Cremesuppe mit Knusper-Croûtons für die schnelle Zubereitung 12 x 3 Portionen, 576 g Kürbis Cremesupper",Suppen,Knorr,Suppen
409,8717163935163.0,Knorr Fix Würzmischung Lasagne für einen leckeren Auflauf mit natürlichen Zutaten* 52 g 1 Stück,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
410,,"Knorr Kürbis Cremesuppe im Glas, vegetarisch und glutenfrei, 6er Pack (6 x 450 ml)",Suppen,Knorr,Suppen
412,4007801105800.0,"Knorr Zitrone Butter Sauce (frischer Zitronengeschmack, feine Butternote) 1er Pack (1 x 1 kg)","Brühen, Bouillons & Würzmittel",Knorr,Sauces
413,,Knorr Fix Waldpilz-Rahm Geschnetzeltes 3 Portionen (1 x 40 g),Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
414,4038700114143.0,Knorr Knorr Feinschmecker Sauce Hollandaise Frühlingskräuter 250ml 250ml,Sauces,Knorr,Grillsaucen
415,,"Knorr Fix Nudel-Schinken Gratin 2 Portionen, 29er Pack (29 x 28g)",Fix Produkte | Knorr Deutschland,Knorr,Fix Produkte | Knorr Deutschland
416,8720182406125.0,Knorr Spaghetteria Nudel-Fertiggericht Bolognese leckeres Nudelgericht fertig in 7 Minuten 10x 160 g,Natürlich Lecker!,Knorr,Snacks & Fertiggerichte
418,9000275698316.0,"Knorr Sweety Milchreis, 2 Portionen, 7er Pack (7 x 195 g)",Sauces,Knorr,Fix Produkte | Knorr Deutschland
419,8712100432316.0,"Knorr Waldpilz Cremesuppe Trockenmischung (mit Pilzen direkt aus dem Wald) 1er Pack (1 x 1,5 kg)",Salatzutaten,Knorr,Suppen
421,8720182052087.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
423,8718114824703.0,Knorr  Fix Schweinebraten in einer leckeren Soße für ein Fleischgericht mit natürlichen Zutaten 4 Portionen,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
425,8718114825069.0,Knorr Fix Würzmischung Schwedische Hackbällchen Köttbullar für ein leckeres Gericht mit Hackfleisch ohne geschmacksverstärkende Zusatzstoffe 49 g 1 Stück,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
427,8718114841175.0,Knorr Fix Würzmischung Gebratene Asia Nudeln für ein leckeres Nudelgericht ohne geschmacksverstärkende Zusatzstoffe 30 g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
429,8714100089361.0,Knorr Balsamico Dressing (mit Aceto Balsamico di Modena) 3er Pack (3 x 1 L),Salatzutaten,Knorr,Grillsaucen
430,4000492003448.0,"Knorr Collezione Italiana italienische Pizza sauce Napoli, 1er Pack (1 x 2,6 kg)",Salatzutaten,Knorr,Grillsaucen
431,,"Knorr Natürlich Lecker Gemüse-Hähnchen vom Blech, 3 Portionen, 9er Pack",Natürlich Lecker!,Knorr,Natürlich Lecker!
432,8717163865620.0,Knorr Fix Würzmischung Bolognese Unsere Beste! für ein leckeres Nudelgericht ohne geschmacksverstärkende Zusatzstoffe 38 g 1 Stück,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
433,,"Knorr Delikatess Sauce zu Braten (pur als Bratensoße, Soßenbinder und zum Verfeinern), 1er Pack (1 x 1 kg) & Bratenjus pastös (vielseitig anwendbar als klarer Bratensaft) 1er pack (1 x 0,4 kg)","Brühen, Bouillons & Würzmittel",Knorr,Fix Produkte | Knorr Deutschland
434,8712100405266.0,Knorr Großmutters Geheimnis Eintopf Deftiger Linsentopf leckere Suppe mit Speck ohne geschmacksverstärkende Zusatzstoffe und Farbstoffe 133 g,"Brühen, Bouillons & Würzmittel",Knorr,Suppen
435,4007801103509.0,"Knorr klare Rindsuppe mit Suppengrün (Rinderbrühe nach bewährter Rezeptur) 1er Pack (1 x 0,88 kg)",Suppen,Knorr,"Brühen, Bouillons & Würzmittel"
436,4038700117373.0,"Knorr Tomato al Gusto Tomatensauce mit Kräutern, Soße aus 100% sonnengereiften, italienischen Tomaten 370 g","Brühen, Bouillons & Würzmittel",Knorr,Grillsaucen
437,4000400126337.0,Knorr Knorr Spaghetteria Sauce Mozzarella 250ml,Fix Produkte | Knorr Deutschland,Knorr,Sauces
438,9000275740800.0,Knorr Bratensaft Trockenmischung (authentischer Fleischgeschmack) 1er Pack (1 x 6kg),Salatzutaten,Knorr,"Brühen, Bouillons & Würzmittel"
439,8712100187117.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
440,,"Knorr Salatkerne-Mix mit Edamame-Sojabohnen und Mandeln 30g Beutel, 6er Pack (6 x 30)",Salatzutaten,Knorr,Salatzutaten
442,8718114949390.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
443,8710522976913.0,Knorr Nacho Sauce Cheddar Style 250 ml 250ml,"Grillsaucen, Ketchup & Mayo",Knorr,Grillsaucen
444,8711200494057.0,Knorr  Klare Bratensaft Basis ideal als Basis für Bratensoßen ohne geschmacksverstärkende Zusatzstoffe 235 g 1 Stück,Salatzutaten,Knorr,"Brühen, Bouillons & Würzmittel"
445,4007801174974.0,Knorr Sambal Manis Chili-Soja-Sauce (asiatische Würzsauce) 1er Pack (1 x 1 Liter),Salatzutaten,Knorr,Grillsaucen
446,8710522968833.0,Knorr Fix Würzmischung Natürlich Lecker! für eine leckere Lasagne mit 100% natürlichen Zutaten 2 Portionen,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
447,8718114824932.0,Knorr Fix Würzmischung Kartoffel Gratin für einen leckeren Auflauf mit natürlichen Zutaten 3 Portionen,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
448,4038700119513.0,Knorr  Salatkrönung Croutinos mit Sonnenblumenkernen für ein leckeren Salat ohne geschmacksverstärkende Zusatzstoffe 25 g,Salatzutaten,Knorr,Salatzutaten
449,8714100823767.0,"Knorr Salatkrönung Gartenkräuter Knoblauch Dressing, 15er Pack (15 x 52 ml)",Salatzutaten,Knorr,Salatzutaten
450,,"Knorr Tomato al Gusto Kräuter Soße, 1er-Pack (1 x 370 g)",Sauces,Knorr,Sauces
451,8720182131140.0,"Knorr  Hühner Kraftbouillon, Bouillon mit natürlichen Zutaten und kräftigem Geschmack 264 g",Salatzutaten,Knorr,"Brühen, Bouillons & Würzmittel"
452,8712100434716.0,"Knorr Spargel Cremesuppe Trockenmischung (intensiver, natürlicher Spargel Geschmack) 1er Pack (1 x 700 g)",Suppen,Knorr,Suppen
453,8710522968178.0,Knorr Fix Würzmischung Linsen Bolognese leckere Nudelsauce 100% natürliche Zutaten ohne zugesetzten Zucker* 43 g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
454,8717163861820.0,Knorr Fix Würzmischung Spaghetti Napoli für ein leckeres Nudelgericht mit natürlichen Zutaten 39 g 1 Stück,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
455,4007801104681.0,"Knorr Gemüse Kraftbouillon (Gemüsebrühe mit Suppengrün, rein pflanzlich, vegan) 1er Pack (1 x 1 kg)",Suppen,Knorr,Die Bio Gemüse Bouillon
457,,"Iftar Ramadan Snack Set Knorr Asia Noodles Instant Nudeln Chili 8 x 65g + Knorr Asia Noodles Beef Taste, 1 x 63 g + Knorr Asia Noodles Duck Taste, 1 x 61 g",Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
458,8712423044241.0,Knorr  Feinschmecker Kartoffel Steinpilz Suppe cremig-deftige Suppe mit nachhaltig angebautem Gemüse 15x 2 Teller,Suppen,Knorr,Suppen
459,,"Knorr Big Pasta Snack Pot Bolognese leckeres Nudelgericht fertig in nur 5 Minuten, 8 x 88 g & Snack Bar Spaghetti mit Käse Sahne Sauce, 8er Pack (8 x 71 g)",Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
460,8720182139368.0,"Knorr Hühner Bouillon salzfrei 4,3l 4300ml","Brühen, Bouillons & Würzmittel",Knorr,"Brühen, Bouillons & Würzmittel"
461,,"Knorr Nacho Sauce Cheddar Style Dip für ein leckeres Barbecue zum Toppen und Dippen von Nachos 8 x 250 ml, 2 kg",Suppen,Knorr,Grillsaucen
462,8714100699904.0,Knorr  Pasta Snack Pot Tomato & Mozzarella leckere Instant Nudeln fertig in nur 5 Minuten 72 g,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
463,4013300031298.0,Knorr  Curry Sauce leckere Grillsauce fruchtig-frisch mit Ananas 250 ml,Sauces,Knorr,Grillsaucen
464,8712423044821.0,Knorr Feinschmecker Kartoffelsuppe mit Crème fraîche leckere Gemüsesuppe mit nachhaltig angebautem Gemüse 2 Teller,Suppen,Knorr,Suppen
465,4013300031236.0,Knorr  Knoblauch Sauce cremige Grillsauce mit mildem Geschmack 250 ml,Sauces,Knorr,Grillsaucen
466,8710447772935.0,Knorr Natuerl Chili cC  16x 64g  BT,Fix Produkte | Knorr Deutschland,Knorr,Fix Produkte | Knorr Deutschland
467,8718114827827.0,Knorr Fix Würzmischung Lecker Veggie Ratatouille leckere Gemüsepfanne ohne geschmacksverstärkende Zusatzstoffe 40 g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
468,4013300531293.0,Knorr  Curry Sauce leckere Grillsauce fruchtig-frisch mit Ananas 6x 250 ml,Sauces,Knorr,Grillsaucen
469,8714100090893.0,"Knorr Thai Grüne Curry Paste (authentische, thailändische Rezeptur, Hergestellt in Thailand) 1er Pack (1 x 850 g)",Salatzutaten,Knorr,Fix Produkte | Knorr Deutschland
470,4007801107910.0,Knorr Salatkräuter Gartenkräuter 500g 500g,Salatzutaten,Knorr,Salatzutaten
473,8711200714469.0,Knorr Großmutters Geheimnis Deftiger Erbseneintopf mit Speck und Kartoffeln für eine leckere deftige Suppe mit nachhaltig angebautem Gemüse 8x 122 g,Suppen,Knorr,Suppen
474,8720182094445.0,Knorr  Bouillon mit Rind im Glas mit kräftigem Geschmack und natürlichen Zutaten 130 g,Natürlich Lecker!,Knorr,"Brühen, Bouillons & Würzmittel"
475,9000275742613.0,"Knorr Braune Roux Mehlschwitze (sofortige, stabile Saucen Bindung) 1er Pack (1 x 1 kg)","Brühen, Bouillons & Würzmittel",Knorr,Fix Produkte | Knorr Deutschland
476,5996358042265.0,"Knorr Burgundersauce - granulierte Rotweinsauce, 1,26 kg",Fix Produkte | Knorr Deutschland,Knorr,Grillsaucen
477,4007801104810.0,"Knorr Rinder Kraftbouillon (vielseitig anwendbare Rinderbrühe, würziger Geschmack) 1er Pack (1 x 1kg)",Natürlich Lecker!,Knorr,"Brühen, Bouillons & Würzmittel"
478,8711327414969.0,Knorr  Pasta Snack Pot Brokkoli & Käse leckere Instant Nudeln fertig in nur 5 Minuten 8x 62 g,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
479,4007801120483.0,"Knorr Kartoffelsuppe mit Gemüse Trockenmischung (natürlicher Kartoffelgeschmack, leichte Gemüsenote) 1er Pack (1 x 1,65kg)",Suppen,Knorr,Suppen
480,,"Knorr Fix Würzbasis Currywurst, 36 g 2 Portionen",Fix Produkte | Knorr Deutschland,Knorr,Fix Produkte | Knorr Deutschland
481,8720182406354.0,Knorr Spaghetteria Nudel-Fertiggericht Spinaci leckeres Nudelgericht fertig in 6 Minuten 160 g,Natürlich Lecker!,Knorr,Snacks & Fertiggerichte
482,4000400115003.0,Knorr Vogtländer Kartoffel Cremesuppe Trockenmischung (frischer Kartoffel- und Speckgeschmack) 1er Pack (1 x 3 kg),Suppen,Knorr,Suppen
483,8710522965924.0,Knorr Fix Würzmischung Geschnetzeltes Züricher Art leckeres Geschnetzeltes Rezept 100% natürliche Zutaten ohne zugesetzten Zucker* 30 g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
484,,"Knorr Delikatess Sauce zu Braten (pur als Bratensoße, Soßenbinder und zum Verfeinern), 1er Pack (1 x 1 kg) & Dose Rahm Soße 238 g",Salatzutaten,Knorr,Sauces
486,8711327416277.0,Knorr  Pasta Snack Rahm & Kräuter leckerer herzhafter Snack fertig in nur 5 Minuten 8x 62 g,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
487,4007801104377.0,"Knorr Zwiebel Suppe Trockenmischung (ausgewogener Zwiebel Geschmack) 1er Pack (1 x 2,4 kg)",Suppen,Knorr,Suppen
489,,Knorr Meisterkessel Hühnersuppe 6x500g,"Grillsaucen, Ketchup & Mayo",Knorr,Suppen
490,,"Knorr Pasta Snack verschiedene Sorten mit leckeren Instant Nudeln fertig in nur 5 Minuten, 1 Portion 24 Stück",Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
491,4000400147745.0,"Knorr Steinpilz Cremesuppe Trockenmischung (natürlicher Pilzgeschmack mit Kräutern verfeinert) 1er Pack (1 x 1,65kg)",Salatzutaten,Knorr,Suppen
493,8720182057211.0,Knorr  Sauce Pur Sauce zu Braten   112 g 1 Stück,Sauces,Knorr,Sauces
496,,Knorr Couscous Gericht für die schnelle Zubereitung Mediterran (aus 100% natürlichen Zutaten) 6er Pack ( 6 x 150 g),"Brühen, Bouillons & Würzmittel",Knorr,Fix Produkte | Knorr Deutschland
497,8718114958491.0,Knorr,Die Bio Gemüse Bouillon,Knorr,"I can help you with categories such as Grillsaucen, Ketchup & Mayo, Fix Produkte | Knorr Deutschland, Brühen, Bouillons & Würzmittel, Natürlich Lecker!, Die Bio Gemüse Bouillon, Sauces, Salatzutaten, Snacks & Fertiggerichte, Suppen. Just let me know the product name you would like to classify."
498,4007801174998.0,Knorr Sunshine Chili Knoblauch Sauce (asiatische süß-feurige Würzsauce) 1er Pack (1 x 1 Liter),Salatzutaten,Knorr,Grillsaucen
499,8711327465633.0,"Knorr Activ Vollkorn Hörnchen mit Grünem Pesto 149g Beutel, 148 g",Fix Produkte | Knorr Deutschland,Knorr,Fix Produkte | Knorr Deutschland
500,8714100683927.0,Knorr  Pasta Snack Pot Bolognese leckere Instant Nudeln fertig in nur 5 Minuten 68 g,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
501,8722700483076.0,"Knorr Professional Würzpaste Knoblauch (natürlicher Geschmack, immer einsatzbereit) 1er Pack (1 x 750g)","Brühen, Bouillons & Würzmittel",Knorr,"Brühen, Bouillons & Würzmittel"
502,8710447895214.0,Knorr Cup a Soup Tomaten Cremesuppe mit Knusper-Croutons leckere Gemüsesuppe ohne geschmacksverstärkende Zusatzstoffe und Farbstoffe 12x 57 g,Suppen,Knorr,Suppen
503,,Knorr Meisterkessel Bohnen-Speck Suppeneintopf 6x500g,Sauces,Knorr,Suppen
505,8717163861806.0,Knorr Fix Würzmischung Rouladen für ein leckeres Fleischgericht ohne geschmacksverstärkende Zusatzstoffe 31 g 1 Stück,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
506,4007801105985.0,Knorr Paprika Sauce Cremig (pikant- fruchtiger Paprikageschmack) 1er Pack (1 x 1 kg),Suppen,Knorr,Grillsaucen
508,,"Knorr Dreikornnockerl (Suppeneinlage aus Hafer, Weizen und Roggen) 1er Pack (1 x 2,5 kg)",Salatzutaten,Knorr,Suppen
509,8714100943984.0,Knorr Asia Noodles Instant Nudeln Huhn-Geschmack schnelles Nudelgericht fertig in nur 4 Minuten 11x 70 g,Suppen,Knorr,Snacks & Fertiggerichte
510,8712566332090.0,Knorr  Suppenliebe Buchstaben Suppe leckere Nudelsuppe mit natürlichen Zutaten 3 Teller,Suppen,Knorr,Suppen
511,8720182421968.0,Knorr  Suppenliebe Disney Die Eiskönigin Suppe leckere schnelle Suppe für Kinder und Erwachsene mit natürlichen Zutaten 2 Portionen,Suppen,Knorr,Suppen
512,4038700102522.0,"Knorr Kräuterlinge Würzmischung zum Streuen Italienische Kräuter für Salatdressing, Pasta und Pizza mit nachhaltig angebauten Kräutern 60 g","Brühen, Bouillons & Würzmittel",Knorr,Würzmittel | Knorr Deutschland
513,8720182405081.0,Knorr  Mischung fuer Gerichte MOZZARELLA,Fix Produkte | Knorr Deutschland,Knorr,Fix Produkte | Knorr Deutschland
514,4038700117007.0,Knorr Knorr Braten Soße Extra 3 x 250 ml,Sauces,Knorr,Grillsaucen
515,8714100823590.0,Knorr  Salatkrönung 7-Kräuter für ein leckeres Salatdressing mit natürlichen Zutaten* 5x 3 Portionen,Salatzutaten,Knorr,Salatzutaten
516,8718114824420.0,Knorr Fix Würzmischung Puten-Geschnetzeltes für ein leckeres Geschnetzeltes Rezept ohne geschmacksverstärkende Zusatzstoffe 36 g 1 Stück,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
517,8711200338917.0,Knorr Pasta Bolognese 160g 160g,"Brühen, Bouillons & Würzmittel",Knorr,Fix Produkte | Knorr Deutschland
518,,"Knorr Delikatess Sauce zu Braten (pur als Bratensoße, Soßenbinder und zum Verfeinern), 1er Pack (1 x 1 kg) & klare Fleischsuppe mit Suppengrün 1er Pack (1 x 0,88 kg)","Brühen, Bouillons & Würzmittel",Knorr,"Brühen, Bouillons & Würzmittel"
519,8714100823712.0,Knorr  Salatkrönung Zwiebel-Kräuter für ein leckeres Salatdressing mit natürlichen Zutaten* 5x 3 Portionen,Salatzutaten,Knorr,Salatzutaten
520,4007801106814.0,"Knorr Delikatess Sauce zu Braten (pur als Bratensoße, Soßenbinder und zum Verfeinern), 1er Pack (1 x 1 kg)",Salatzutaten,Knorr,Fix Produkte | Knorr Deutschland
523,4007801105831.0,"Knorr Paprika Sauce Ungarischer Art (mit ausgewogenem Geschmack, vegetarisch) 1er Pack (1 x 1 kg)",Salatzutaten,Knorr,Grillsaucen
525,4007801303527.0,"Knorr klare Fleischsuppe (mit Suppengrün, Rinderbrühe nach bewährter Rezeptur) 1er Pack (1 x 5 kg)",Natürlich Lecker!,Knorr,"Brühen, Bouillons & Würzmittel"
526,4000400140821.0,"Knorr Soße nach Art Hollandaise 3x0,25l 3x250ml",Sauces,Knorr,Sauces
527,8711200384167.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
528,8711327458871.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
529,4007801107491.0,"Knorr Aromat Universal 500 g, 1er Pack (1 x 0.5 kg)","Brühen, Bouillons & Würzmittel",Knorr,"Brühen, Bouillons & Würzmittel"
530,,"Knorr Gemüse Bouillon Pur mit vollem Geschmack, vegan und schonend eingekocht 28 g (Packung mit 2)","Brühen, Bouillons & Würzmittel",Knorr,Die Bio Gemüse Bouillon
531,4007801109198.0,"Knorr Salatspezialität Taboulé 625 g, 1er Pack (1 x 0.625 kg)",Salatzutaten,Knorr,Salatzutaten
532,,"Knorr Feinschmecker Spargel Suppe, 2 Teller, 10er Pack",Suppen,Knorr,Suppen
533,9000275710704.0,"Knorr Goldaugen Rindsuppe (vielseitig anwendbare Rinderbrühe, authentischer Geschmack und perfekter Suppenspiegel) 1er Pack (1 x 5 kg)",Salatzutaten,Knorr,"Brühen, Bouillons & Würzmittel"
535,8722700482017.0,"Knorr Professional Würzpaste Ingwer (natürlicher Geschmack, immer einsatzbereit) 1er Pack (1 x 750 g)","Brühen, Bouillons & Würzmittel",Knorr,Würzmittel | Knorr Deutschland
536,8710522970751.0,Knorr Fix Würzmischung Natürlich Lecker! Chili con Carne für ein leckeres Fleischgericht mit 100% natürlichen Zutaten 2 Portionen,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
537,,"Knorr Käse Sauce (cremige Konsistenz, abgerundeter Käsegeschmack) 1er Pack (1 x 1kg) & Rahmsauce (cremig, auch als Saucenbinder) 1er Pack (1 x 1 kg)",Salatzutaten,Knorr,Grillsaucen
538,8710522890943.0,Knorr  Paprika Sauce ungarische Art   250 ml 1 Stück,Sauces,Knorr,Grillsaucen
539,8711200414383.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
540,4007801104285.0,"Knorr Fleischklößchen Suppe mit Eiermuscheln (vollmundige, klare Suppe) 1er Pack (1 x 2,4 kg)",Sauces,Knorr,Suppen
541,,"Knorr Big Pasta Snack Pot Käse-Sahne-Sauce leckeres Nudelgericht fertig in nur 5 Minuten, 8 x 92 g Becher & nack Bar Nudeln in Tomate-Mozzarella-Sauce, 8er Pack (8 x 72 g)",Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
542,,"Knorr Kräuter Rahm Sauce Trockenmischung (helle, cremige Sauce und frischer Kräutergeschmack) 1er Pack (1 x 1 kg)","Brühen, Bouillons & Würzmittel",Knorr,Sauces
543,8711200463800.0,Knorr  Pasta Snack Creamy Pesto leckere Instant Nudeln fertig in nur 5 Minuten 68 g,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
544,8718114824970.0,Knorr Fix Würzmischung Nudel-Hackfleisch-Gratin für einen leckeren Nudelauflauf ohne geschmacksverstärkende Zusatzstoffe 36 g 1 Stück,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
545,,"Knorr Spaghetteria Spinaci Fertiggericht Pasta (in Spinat-Käse-Sahne-Sauce) 10 x 160 g & Snack Bar Spaghetti mit Käse Sahne Sauce, 8er Pack (8 x 71 g)",Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
547,8712100380747.0,"Knorr Professional konzentrierte Bouillon Gemüse (flüssig, vegan, 30 g Bouillon genügen für 1L Wasser) 1er Pack (1x1L)",Die Bio Gemüse Bouillon,Knorr,Die Bio Gemüse Bouillon
548,8714100957950.0,Knorr  Pasta Snack Pot Tomato & Mozzarella leckere Instant Nudeln fertig in nur 5 Minuten 8x 72 g,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
550,,"Knorr Big Pasta Snack Pot Käse-Sahne-Sauce leckeres Nudelgericht fertig in nur 5 Minuten, 8 x 92 g Becher & Kartoffel Snack Speck & Zwiebeln (mit nachhaltig angebauten Kartoffeln), 8er Pack( 8 x 58g )",Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
551,,"Knorr Feinschmecker Kräuter Soße, 11er-Pack (11 x 250 ml)",Sauces,Knorr,Sauces
552,8712100596421.0,"Knorr Professional Bouillon Rind (geliert, vollmundiger Geschmack, 1 EL Bouillon genügt für 1 L Wasser) 1er Pack (1 x 800g)",Salatzutaten,Knorr,"Brühen, Bouillons & Würzmittel"
553,4007801174967.0,Knorr Ketjap Manis süße Soja Sauce (asiatische Würzsauce) 1er Pack (1 x 1 l),Sauces,Knorr,Grillsaucen
554,,"Knorr Goldaugen Rindsuppe (vielseitig anwendbare Rinderbrühe, authentischer Geschmack und goldener Suppenspiegel), 1er Pack (1 x 25 kg)",Salatzutaten,Knorr,"Brühen, Bouillons & Würzmittel"
555,8714100893258.0,Knorr Salatkrönung Thousand Island 210ml 210ml,Salatzutaten,Knorr,Salatzutaten
557,,"Knorr Worcester Soße (würziger, pikanter Geschmack) 1er Pack (1 x 1 l)",Salatzutaten,Knorr,Grillsaucen
558,8710604733281.0,Knorr Fix Würzmischung One Pot Pasta Tomate-Käse für eine schnelle Zubereitung ohne geschmacksverstärkende Zusatzstoffe 38 g,Fix Produkte | Knorr Deutschland,Knorr,Fix Produkte | Knorr Deutschland
559,8711200369386.0,Knorr Suppe Karotten Cremesuppe im Glas 3x450 ml,Sauces,Knorr,Suppen
560,8718114837208.0,Knorr Fix Würzmischung Hack-Reis Topf für ein leckeres Gericht mit Hackfleisch ohne geschmacksverstärkende Zusatzstoffe 49 g,Natürlich Lecker!,Knorr,Fix Produkte | Knorr Deutschland
561,8722700481034.0,"Knorr Professional Würzpaste Curry mild (natürlicher Geschmack, immer einsatzbereit) 1er Pack (1 x 750g)","Brühen, Bouillons & Würzmittel",Knorr,Würzmittel | Knorr Deutschland
563,8710447906408.0,Knorr Natuerl Tagli La  19x 39g  BT,Natürlich Lecker!,Knorr,Natürlich Lecker!
564,4013300531385.0,Knorr,Die Bio Gemüse Bouillon,Knorr,Fix Produkte | Knorr Deutschland
565,8711327458994.0,Knorr  Vollkorn Pasta Snack Spinat & Käse leckere Vollkorn Instant Nudeln fertig in nur 5 Minuten 60 g 1 Portion,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
566,4007801304821.0,"Knorr Rinder Kraftbouillon (vielseitig anwendbare Rinderbrühe, würziger Geschmack) 1er Pack (1 x 5 kg)",Natürlich Lecker!,Knorr,"Brühen, Bouillons & Würzmittel"
567,,"Knorr Speciale al Gusto Nudelsauce Bolognese (mit nachhaltig angebauten, sonnengereiften Tomaten aus Italien), 12er Pack (12 x 370 g)",Suppen,Knorr,Grillsaucen
568,8711200463978.0,Knorr Taste the World Pasta Snack Arrabiata leckere Instant Nudeln fertig in nur 5 Minuten 66 g,Snacks & Fertiggerichte,Knorr,Snacks & Fertiggerichte
569,8712423044869.0,Knorr Feinschmecker Suppe Steinpilz 67 g,Sauces,Knorr,Suppen
